file,img_changes,script_defers,preconnects
resources/best-neighborhoods-queens-south-asian-families.html,1,0,0
resources/sell-your-home-queens.html,1,0,0
resources/first-time-home-buyer-queens.html,1,0,0
resources/buy-a-home-queens.html,1,0,0
resources/home-valuation-queens.html,1,0,0
